Trying 127.0.0.1...
Connected to localhost.
Escape character is '^]'.
## 1,Sat Mar 22 07:39:00 2014 messagebus,0.01,0.01,1.17549e-38,-2,1.17549e-38,-1,0.02,0.02,1
## dbus-daemon --system --fork --activation=upstart ,Linux 3.2.0-60-generic-pae (bill-ThinkPad-W530) 	03/22/2014 	_i686_	(8 CPU),1257
1395492259,0.02,0,4192,-1,-1,1,0.13,-1,
1395492259,0.02,0,4192,-1,-1,1,0.13,-1,
1395492260,0.02,0,4192,-1,-1,1,0.13,-1,
1395492260,0.02,0,4192,-1,-1,1,0.13,-1,
1395492261,0.02,0,4192,-1,-1,1,0.13,-1,
1395492261,0.02,0,4192,-1,-1,1,0.13,-1,
1395492262,0.02,0,4192,-1,-1,1,0.13,-1,
1395492263,0.02,0,4192,-1,-1,1,0.13,-1,
1395492263,0.02,0,4192,-1,-1,1,0.13,-1,
1395492264,0.02,0,4192,-1,-1,1,0.13,-1,
1395492264,0.02,0,4192,-1,-1,1,0.13,-1,
1395492265,0.02,0,4192,-1,-1,1,0.13,-1,
1395492265,0.02,0,4192,-1,-1,1,0.13,-1,
1395492266,0.02,0,4192,-1,-1,1,0.13,-1,
1395492266,0.02,0,4192,-1,-1,1,0.13,-1,
1395492267,0.02,0,4192,-1,-1,1,0.13,-1,
1395492267,0.02,0,4192,-1,-1,1,0.13,-1,
1395492268,0.02,0,4192,-1,-1,1,0.13,-1,
1395492268,0.02,0,4192,-1,-1,1,0.13,-1,
1395492269,0.02,0,4192,-1,-1,1,0.13,-1,
1395492269,0.02,0,4192,-1,-1,1,0.13,-1,
1395492270,0.02,0,4192,-1,-1,1,0.13,-1,
1395492270,0.02,0,4192,-1,-1,1,0.13,-1,
1395492271,0.02,0,4192,-1,-1,1,0.13,-1,
1395492272,0.02,0,4192,-1,-1,1,0.13,-1,
1395492272,0.02,0,4192,-1,-1,1,0.13,-1,
1395492273,0.02,0,4192,-1,-1,1,0.13,-1,
1395492273,0.02,0,4192,-1,-1,1,0.13,-1,
1395492274,0.02,0,4192,-1,-1,1,0.13,-1,
1395492274,0.02,0,4192,-1,-1,1,0.13,-1,
1395492275,0.02,0,4192,-1,-1,1,0.13,-1,
1395492275,0.02,0,4192,-1,-1,1,0.13,-1,
